"","k","i","j","TA","area"
"2330",1,38,3,10,62500
"2331",1,38,4,9,690.078369797789
"2332",1,38,4,10,61809.9216302022
"2333",1,38,5,9,61246.632579277
"2334",1,38,5,10,1253.36742072304
"2335",1,38,6,9,62500
"2336",1,38,7,8,47265.4324898018
"2337",1,38,7,9,15234.5675101982
"2338",1,38,8,8,62500
"2339",1,38,9,7,32297.1084795614
"2340",1,38,9,8,30202.8915204386
"2341",1,38,10,7,62500
"2342",1,38,11,6,16899.7908678321
"2343",1,38,11,7,45600.2091321679
"2344",1,38,12,6,62500
"2345",1,38,13,5,2089.57305864708
"2346",1,38,13,6,60410.4269413529
"2347",1,38,14,5,61262.314776195
"2348",1,38,14,6,1237.68522380498
"2349",1,38,15,5,62500
"2350",1,38,16,4,46242.0366600518
"2351",1,38,16,5,16257.9633399482
"2352",1,38,17,4,62500
"2353",1,38,18,3,27208.3512088508
"2354",1,38,18,4,35291.6487911492
"2355",1,38,19,3,62500
"2356",1,38,20,2,5870.27952578371
"2357",1,38,20,3,56629.7204742163
"2358",1,38,21,2,60679.3625763426
"2359",1,38,21,3,1820.63742365741
"2360",1,38,22,2,62500
"2361",1,38,23,1,30846.4950911446
"2362",1,38,23,2,31653.5049088554
"2363",1,38,24,1,62500
"2364",1,38,25,1,62500
"2365",1,38,26,0,175.341225329461
"2366",1,38,26,1,62324.6587746705
"2367",1,38,27,0,179.341225329461
"2368",1,38,27,1,62320.6587746705
"2369",1,38,28,1,62500
"2370",1,38,29,1,62500
"2371",1,38,30,1,31096.4950911446
"2372",1,38,30,2,31403.5049088554
"2373",1,38,31,2,62500
"2374",1,38,32,2,60763.650343668
"2375",1,38,32,3,1736.34965633197
"2376",1,38,33,2,6035.99175845827
"2377",1,38,33,3,56464.0082415417
"2378",1,38,34,3,62500
"2379",1,38,35,3,27458.3512088508
"2380",1,38,35,4,35041.6487911492
"2381",1,38,36,4,62500
"2382",1,38,37,4,46492.0366600518
"2383",1,38,37,5,16007.9633399482
"2384",1,38,38,5,62500
"2385",1,38,39,5,61364.8364611199
"2386",1,38,39,6,1135.16353888008
"2387",1,38,40,5,2237.05137372218
"2388",1,38,40,6,60262.9486262778
"2389",1,39,1,11,62500
"2390",1,39,2,10,5611.75702895127
"2391",1,39,2,11,56888.2429710487
"2392",1,39,3,10,62500
"2393",1,39,4,10,62500
"2394",1,39,5,9,52809.7464899623
"2395",1,39,5,10,9690.25351003774
"2396",1,39,6,9,62500
"2397",1,39,7,8,37099.1254386476
"2398",1,39,7,9,25400.8745613524
"2399",1,39,8,8,62500
"2400",1,39,9,7,20817.2562212453
"2401",1,39,9,8,41682.7437787547
"2402",1,39,10,7,62500
"2403",1,39,11,6,4255.55390857023
"2404",1,39,11,7,58244.4460914298
"2405",1,39,12,6,61953.0564593176
"2406",1,39,12,7,546.943540682449
"2407",1,39,13,6,62500
"2408",1,39,14,5,47829.685259252
"2409",1,39,14,6,14670.314740748
"2410",1,39,15,5,62500
"2411",1,39,16,4,27341.7416419582
"2412",1,39,16,5,35158.2583580418
"2413",1,39,17,4,62500
"2414",1,39,18,3,5235.88131754307
"2415",1,39,18,4,57264.1186824569
"2416",1,39,19,3,60174.8461739582
"2417",1,39,19,4,2325.15382604179
"2418",1,39,20,3,62500
"2419",1,39,21,2,31890.0689068209
"2420",1,39,21,3,30609.9310931791
"2421",1,39,22,2,62500
"2422",1,39,23,1,122.432032292218
"2423",1,39,23,2,62377.5679677078
"2424",1,39,24,1,27584.2866488262
"2425",1,39,24,2,34915.7133511738
"2426",1,39,25,1,58292.942420798
"2427",1,39,25,2,4207.05757920204
"2428",1,39,26,1,62500
"2429",1,39,27,1,62500
"2430",1,39,28,1,58354.1734892472
"2431",1,39,28,2,4145.82651075281
"2432",1,39,29,1,27757.4797102091
"2433",1,39,29,2,34742.5202897909
"2434",1,39,30,1,138.00790246004
"2435",1,39,30,2,62361.99209754
"2436",1,39,31,2,62500
"2437",1,39,32,2,32140.068906821
"2438",1,39,32,3,30359.931093179
"2439",1,39,33,3,62500
"2440",1,39,34,3,60270.5631970588
"2441",1,39,34,4,2229.43680294119
"2442",1,39,35,3,5390.16429444248
"2443",1,39,35,4,57109.8357055575
"2444",1,39,36,4,62500
"2445",1,39,37,4,27591.7416419582
"2446",1,39,37,5,34908.2583580418
"2447",1,39,38,5,62500
"2448",1,39,39,5,48079.685259252
"2449",1,39,39,6,14420.314740748
"2450",1,39,40,6,62500
"2451",1,40,1,11,62500
"2452",1,40,2,10,15.4909140218078
"2453",1,40,2,11,62484.5090859782
"2454",1,40,3,10,57158.6457357548
"2455",1,40,3,11,5341.35426424515
"2456",1,40,4,10,62500
"2457",1,40,5,9,40739.4466598208
"2458",1,40,5,10,21760.5533401792
"2459",1,40,6,9,62500
"2460",1,40,7,8,23625.6152913502
"2461",1,40,7,9,38874.3847086498
"2462",1,40,8,8,62500
"2463",1,40,9,7,5860.7855301416
"2464",1,40,9,8,56639.2144698584
"2465",1,40,10,7,62201.9689700851
"2466",1,40,10,8,298.031029914884
"2467",1,40,11,7,62500
"2468",1,40,12,6,48607.8549090491
"2469",1,40,12,7,13892.1450909509
"2470",1,40,13,6,62500
"2471",1,40,14,5,26984.8905172993
"2472",1,40,14,6,35515.1094827007
"2473",1,40,15,5,62500
"2474",1,40,16,4,4563.39216174888
"2475",1,40,16,5,57936.6078382511
"2476",1,40,17,4,59605.2560775957
"2477",1,40,17,5,2894.74392240435
"2478",1,40,18,4,62500
"2479",1,40,19,3,31601.4574461561
"2480",1,40,19,4,30898.5425538439
"2481",1,40,20,3,62500
"2482",1,40,21,2,856.217556615507
"2483",1,40,21,3,61643.7824433845
"2484",1,40,22,2,41755.5989094131
"2485",1,40,22,3,20744.4010905869
"2486",1,40,23,2,62500
"2487",1,40,24,2,62500
"2488",1,40,25,1,1606.86903589417
"2489",1,40,25,2,60893.1309641058
"2490",1,40,26,1,12117.0807373586
"2491",1,40,26,2,50382.9192626414
"2492",1,40,27,1,12145.653111253
"2493",1,40,27,2,50354.346888747
"2494",1,40,28,1,1636.29666199978
"2495",1,40,28,2,60863.7033380002
"2496",1,40,29,2,62500
"2497",1,40,30,2,62500
"2498",1,40,31,2,41960.2706481143
"2499",1,40,31,3,20539.7293518857
"2500",1,40,32,2,901.545817914375
"2501",1,40,32,3,61598.4541820856
"2502",1,40,33,3,62500
"2503",1,40,34,3,31851.4574461561
"2504",1,40,34,4,30648.5425538439
"2505",1,40,35,4,62500
"2506",1,40,36,4,59712.4023564714
"2507",1,40,36,5,2787.59764352861
"2508",1,40,37,4,4706.24588287315
"2509",1,40,37,5,57793.7541171269
"2510",1,40,38,5,62500
"2511",1,40,39,5,27234.8905172993
"2512",1,40,39,6,35265.1094827007
"2513",1,40,40,6,62500
